2001	2001	E01	Βασικός	601020	301710	02
2001	2001	E10	Οδοιπορ./Τηλέφ.	752030	301710	02
2001	2001	E24	Overtime 1	601025	301710	02
2001	2001	E25	Overtime 2	601025	301710	02
2001	2001	E26	Overtime 3	601025	301710	02
2001	2001	E14	Επ.Βάρδιας	601220	301710	02
2001	2001	E32	Επ.Επιφυλακής	601210	301710	02
2001	2001	E33	Επ.Οδήγησης	601215	301710	02
2001	2001	E34	Ιατρο/κή	603010	301710	02
2001	2001	E35	Άλλα	601020	301710	02
2001	2001	E6	Αν.13 μισθού	601040	301765	02
2001	2001	D3	Φόρος Εισοδήματος	301710	301720	02
2001	2001	D7	Κοιν.Ασφαλίσεις	301710	301725	02
2001	2001	D1	Έναντι	301710	601020	02
2001	2001	D2	Δανειο	301710	202041	02
2001	2001	D5	Ταμειο Προνοιας	301710	301730	02
2001	2001	D10	ΠΕΟ	301710	301740	02
2001	2001	D14	ΣΕΚ	301710	301745	02
2001	2001	D15	Μείωση απολαβών	301710	301752	02
2001	2001	D12	Άλλες αποκοπές	301710	301775	02
2001	2001	C1	Ανθρ.Δυναμικού	602025	301725	02
2001	2001	C4	Κοιν.Ασφαλίσεις	602015	301725	02
2001	2001	C5	Κοιν.συνωχής	602010	301725	02
2001	2001	C6	Πλεον.Προσωπικού	602020	301725	02
2001	2001	C3	Ταμειο Προνοιας	602510	301730	02
2001	2001	C12	Εξασφ. Τ. Προν.	602515	301735	02
