1021	201001	201001	K	31/01/2010	Post	1928,00	1928,00	257,22	257,22		0,00	131,10	1928,00	Cash		173,33	173,33	0,00			Post				339,00	1670,78	1928,00	1001	
1021	201001	201002	K	28/02/2010	Post	1774,00	3702,00	211,59	468,82		0,00	120,63	1774,00	Cash		173,33	173,33	0,00			Post				339,00	1562,41	1774,00	1001	
1021	201001	201003	K	31/03/2010	Post	2033,00	5735,00	289,56	758,38		0,00	138,24	2033,00	Cash		173,33	173,33	0,00			Post				339,00	1743,44	2033,00	1001	
1021	201001	201004	K	30/04/2010	Post	2119,00	7854,00	314,85	1073,23		0,00	144,09	2119,00	Cash		173,33	173,33	0,00			Post				339,00	1804,15	2119,00	1001	
1021	201001	201005	K	31/05/2010	Post	1960,00	9814,00	267,68	1340,91		0,00	133,28	1960,00	Cash		173,33	173,33	0,00			Post				339,00	1692,32	1960,00	1001	
1021	201001	201006	K	30/06/2010	Post	2105,00	11919,00	311,34	1652,25		0,00	143,14	2105,00	Cash		173,33	173,33	0,00			Post				339,00	1793,66	2105,00	1001	
1021	201001	201007	K	31/07/2010	Post	1976,00	13895,00	272,41	1924,66		0,00	134,37	1976,00	Cash		173,33	173,33	0,00			Post				339,00	1703,59	1976,00	1001	
1021	201001	201008	K	31/08/2010	Post	2100,00	15995,00	309,80	2234,46		0,00	142,80	2100,00	Cash		173,33	173,33	0,00			Post				339,00	1790,20	2100,00	1001	
1020	201001	201001	K	31/01/2010	Post	1928,00	1928,00	257,22	257,22		0,00	131,10	1928,00	Cash		173,33	173,33	0,00			Post				339,00	1670,78	1928,00	1001	
1020	201001	201002	K	28/02/2010	Post	1774,00	3702,00	211,59	468,82		0,00	120,63	1774,00	Cash		173,33	173,33	0,00			Post				339,00	1562,41	1774,00	1001	
1020	201001	201003	K	31/03/2010	Post	2033,00	5735,00	289,56	758,38		0,00	138,24	2033,00	Cash		173,33	173,33	0,00			Post				339,00	1743,44	2033,00	1001	
1020	201001	201004	K	30/04/2010	Post	2119,00	7854,00	314,85	1073,23		0,00	144,09	2119,00	Cash		173,33	173,33	0,00			Post				339,00	1804,15	2119,00	1001	
1020	201001	201005	K	31/05/2010	Post	1960,00	9814,00	267,68	1340,91		0,00	133,28	1960,00	Cash		173,33	173,33	0,00			Post				339,00	1692,32	1960,00	1001	
1020	201001	201006	K	30/06/2010	Post	2105,00	11919,00	311,34	1652,25		0,00	143,14	2105,00	Cash		173,33	173,33	0,00			Post				339,00	1793,66	2105,00	1001	
1020	201001	201007	K	31/07/2010	Post	1976,00	13895,00	272,41	1924,66		0,00	134,37	1976,00	Cash		173,33	173,33	0,00			Post				339,00	1703,59	1976,00	1001	
1020	201001	201008	K	31/08/2010	Post	2100,00	15995,00	309,80	2234,46		0,00	142,80	2100,00	Cash		173,33	173,33	0,00			Post				339,00	1790,20	2100,00	1001	
1011	201001	201001	K	31/01/2010	Post	1150,00	1150,00	124,20	124,20		0,00	78,20	1150,00	Cash		173,33	173,33	0,00			Post				1150,00	1025,80	1150,00	1001	
1011	201001	201002	K	28/02/2010	Post	1150,00	2300,00	124,20	248,40		0,00	78,20	1150,00	Cash		173,33	173,33	0,00			Post				1150,00	1025,80	1150,00	1001	
1011	201001	201003	K	31/03/2010	Post	1150,00	3450,00	124,20	372,60		0,00	78,20	1150,00	Cash		173,33	173,33	0,00			Post				1150,00	1025,80	1150,00	1001	
1011	201001	201004	K	30/04/2010	Post	1150,00	4600,00	124,20	496,80		0,00	78,20	1150,00	Cash		173,33	173,33	0,00			Post				1150,00	1025,80	1150,00	1001	
1011	201001	201005	K	31/05/2010	Post	1283,00	5883,00	138,56	635,36		0,00	87,24	1283,00	Cash		173,33	173,33	0,00			Post				1150,00	1144,44	1283,00	1001	
1011	201001	201006	K	30/06/2010	Post	1150,00	7033,00	124,20	759,56		0,00	78,20	1150,00	Cash		173,33	173,33	0,00			Post				1150,00	1025,80	1150,00	1001	
1011	201001	201007	K	31/07/2010	Post	1303,00	8336,00	140,72	900,29		0,00	88,60	1303,00	Cash		173,33	173,33	0,00			Post				1150,00	1162,28	1303,00	1001	
1011	201001	201008	K	31/08/2010	Post	1190,00	9526,00	128,52	1028,81		0,00	80,92	1190,00	Cash		173,33	173,33	0,00			Post				1150,00	1061,48	1190,00	1001	
1010	201001	201001	K	31/01/2010	Post	1370,00	1370,00	147,96	147,96		0,00	93,16	1370,00	Cash		173,33	173,33	0,00			Post				1370,00	1222,04	1370,00	1001	
1010	201001	201002	K	28/02/2010	Post	1370,00	2740,00	147,96	295,92		0,00	93,16	1370,00	Cash		173,33	173,33	0,00			Post				1370,00	1222,04	1370,00	1001	
1010	201001	201003	K	31/03/2010	Post	1370,00	4110,00	147,96	443,88		0,00	93,16	1370,00	Cash		173,33	173,33	0,00			Post				1370,00	1222,04	1370,00	1001	
1010	201001	201004	K	30/04/2010	Post	1370,00	5480,00	147,96	591,84		0,00	93,16	1370,00	Cash		173,33	173,33	0,00			Post				1370,00	1222,04	1370,00	1001	
1010	201001	201005	K	31/05/2010	Post	1505,00	6985,00	162,54	754,38		0,00	102,34	1505,00	Cash		173,33	173,33	0,00			Post				1370,00	1342,46	1505,00	1001	
1010	201001	201006	K	30/06/2010	Post	1370,00	8355,00	147,96	902,34		0,00	93,16	1370,00	Cash		173,33	173,33	0,00			Post				1370,00	1222,04	1370,00	1001	
1010	201001	201007	K	31/07/2010	Post	1528,00	9883,00	165,02	1067,36		0,00	103,90	1528,00	Cash		173,33	173,33	0,00			Post				1370,00	1362,98	1528,00	1001	
